Engine_ID,RUL,Health_State,Flight_cycle_number,Cycle_Percentage,Cycle_Log,Cycle_Squared,Engine_Max_Cycle,HPC_outlet_temperature_R_cummax,LPC_outlet_temperature_R_cummax,Fan_stall_margin_cumsum,HPT_outlet_temperature_R_cumsum,LPC_stall_margin,LPC_outlet_temperature_R_cumsum,HPC_outlet_temperature_R_cumsum,HPT_outlet_temperature_R_rolling_max_10,Fan_stall_margin_rolling_max_5,HPT_outlet_temperature_R_rolling_max_5,Temp_Ratio_HPC_LPC,Fan_stall_margin_rolling_max_10,HPC_outlet_temperature_R_rolling_max_10,LPC_outlet_temperature_R_rolling_max_10,Press_Ratio_Fan,Fan_stall_margin_trend_2nd
1,150,2,109,-0.181834998048347,-0.0402517732669745,-0.0412550412550412,0.5454545454545454,-0.0330827067669215,-0.034732272069466,-0.7996384795674929,-0.7911161890891132,0.5062879444926272,-0.6049062761526934,-0.6046900005135304,-0.6153846153845001,-0.2631578947353304,-0.232758620689623,0.0760290862744435,-0.6666666666676773,0.0498220640569356,0.0623052959501338,-0.6921737207309314,0.0
234,139,2,68,-0.1716679450759312,-0.4625606724598298,-0.3097643097643097,-0.696969696969697,-1.6112781954887236,-1.6302460202604812,-0.8028925141103282,-0.7975954937130378,-0.6417317143683265,-0.6459872664927062,-0.6458258880147225,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.898244527267248,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.3009426920631409,0.0
51,22,1,263,1.082767799488482,0.7524989992617918,2.0784030784030785,0.2424242424242424,-1.6112781954887236,-1.6302460202604812,-0.8026764028098711,-0.797167911224668,-0.196660884648751,-0.640177943234923,-0.6398710304879902,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,1.8424247430593772,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.0420755812346226,0.0
96,276,2,215,0.0598580225928219,0.5707885142793937,1.2294742294742296,2.0454545454545454,0.1007518796992423,0.0940665701881467,-0.7996392177785961,-0.7911252569069743,0.351908065914998,-0.6048183907591964,-0.6045967266099966,-0.7582417582416251,-0.4736842105245522,-0.3448275862068526,0.1172704988378107,-0.933333333334748,0.3665480427046237,0.339563862928355,-0.802864014596523,0.0
177,20,0,161,0.8918999258463867,0.3102878528073034,0.4782254782254782,-0.7070707070707071,-0.329323308270686,-0.3241678726483386,-0.7567460152864139,-0.7486453203258974,0.7051893610870236,-0.5720124520765393,-0.5718722587690569,0.912087912087875,0.3684210526323347,0.965517241379246,0.0069635831937147,0.1333333333335354,-0.6512455516014507,-0.5607476635514168,-0.7030105327177727,0.0
18,16,0,193,0.0304112390064184,0.473517782103635,0.8973618973618973,1.7878787878787878,-1.6112781954887236,-1.6302460202604812,-0.80836450391268,-0.7984520537386787,-2.1811939867013583,-0.6423099046344732,-0.6422133582902159,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-2.089252807583218,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.0
236,17,0,208,1.017425393640654,0.5409570608162315,1.1199171199171198,-0.2929292929292929,-1.6112781954887236,-1.6302460202604812,-0.8008135270909862,-0.7935205558711854,-0.3375975715524816,-0.6260856685091329,-0.6258705127654245,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-9.832562211095244e-05,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.0056948552787995,0.0
161,220,2,83,-0.2456934451176864,-0.2844363933459294,-0.2259592259592259,0.0,-1.6112781954887236,-1.6302460202604812,-0.8028897458186913,-0.7976254872644243,-0.4762214512865121,-0.6459536922974377,-0.6457294700470246,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.0232431187895175,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2621292123959859,0.0
242,120,2,102,0.0609465613411178,-0.0997906844053333,-0.0959040959040959,-0.3939393939393939,-1.6112781954887236,-1.6302460202604812,-0.802887346632606,-0.7975864258951767,-0.4462995085284804,-0.6458796315725807,-0.6456791650203997,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.6964791929958137,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.3071351560556208,0.0
45,155,2,50,-0.3978367039830102,-0.7362807774429369,-0.3883523883523883,-0.6161616161616161,-0.237593984962413,-0.3068017366136055,-0.7996395868841477,-0.7911301395781303,0.2540474125469785,-0.6050919217030016,-0.6048325314223012,-0.83516483516475,-0.5789473684215565,-0.4051724137930984,0.4060587530905975,-1.0666666666713152,-0.4341637010676338,-0.5233644859813223,-0.7575263317944327,0.0
93,162,2,27,-0.6018628375153442,-1.2792471768624365,-0.4538794538794539,-0.898989898989899,-1.6112781954887236,-1.6302460202604812,-0.8008198018853632,-0.7935345063602023,-0.802760913558837,-0.6266258180624232,-0.6263704189675102,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.5063802392743728,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.1293229757001069,0.0
30,50,1,116,-0.0583844551301004,0.0156127281164362,0.017020017020017,0.2727272727272727,-1.6112781954887236,-1.6302460202604812,-0.8083598900932851,-0.7984771646189093,-2.1811939867013583,-0.6422417687676047,-0.6421777255630233,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-2.089252807583218,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.0
34,81,1,378,0.8965915416589149,1.0799218325004554,2.1393606393606395,1.9494949494949492,0.6601503759398498,0.696092619392197,-0.799636634039735,-0.7910896831599811,0.5873807458803206,-0.604407600605323,-0.604206862653653,-0.197802197802125,0.2631578947377239,0.0948275862069016,-0.0406640079727889,0.0,1.690391459074766,1.6355140186915702,-0.8752937273657156,0.0
81,267,2,21,-0.8053949806473658,-1.4976232292433118,-0.4645354645354645,0.7676767676767676,-0.0165413533834607,-0.0434153400868243,-0.7996395868841477,-0.7911329296759337,0.3813963573287143,-0.604912201010682,-0.6046784722782622,-0.8791208791207501,-0.5789473684215565,-0.4396551724137542,0.2093134280533284,-1.0666666666713152,0.0889679715302508,0.0436137071651042,-0.772122854062422,0.0
88,259,2,63,-0.5751793634158565,-0.5306766687872334,-0.333999333999334,1.181818181818182,-0.1533834586466143,-0.0853835021707555,-0.7996397714369234,-0.7911664108495744,0.2800664932061314,-0.6049408378242934,-0.6047738422245721,-1.4065934065932502,-0.6315789473676653,-0.8534482758620165,-0.3005979834916408,-1.1333333333365672,-0.2348754448398508,-0.0467289719626092,-0.7930224200370444,0.0
161,185,2,39,-0.6150964585672749,-0.956272380293791,-0.4245754245754246,0.0,-1.6112781954887236,-1.6302460202604812,-0.7618682775786323,-0.7588403376994877,-0.827334489736934,-0.6267818393227886,-0.6265066617479529,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,1.2860649189265252,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2695380532441327,0.0
36,70,1,73,-0.4216775557220104,-0.3992120652545318,-0.2836792836792837,0.4747474747474747,-0.2812030075187986,-0.2127351664254588,-0.7555608173602519,-0.7461377199250998,0.0541341428158416,-0.5505516289656432,-0.5504077327210093,0.989010989011,0.7894736842107782,1.0258620689654918,-0.3180682090244288,0.6666666666676773,-0.5373665480427118,-0.32087227414329,-0.6847648798827846,-0.0332724198330307
176,121,2,59,-0.1981188145976637,-0.5891173192715824,-0.352055352055352,-0.898989898989899,-1.6112781954887236,-1.6302460202604812,-0.8028869775270544,-0.7976073516287022,-0.5314397224631491,-0.6458351951376665,-0.6457127017048163,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-2.089252807583218,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2742929809526434,0.0
235,75,1,108,0.3335976441555315,-0.0485213814105768,-0.0492840492840492,-0.7777777777777778,-1.6112781954887236,-1.6302460202604812,-0.8008196173325873,-0.7935093954799719,-0.82054061867593,-0.6265843440565033,-0.6264270121224634,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.7336542301099724,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.17322312221823,0.0
1,121,2,138,0.0205495790645879,0.171633098641585,0.2237762237762237,0.5454545454545454,-0.0330827067669215,-0.034732272069466,-0.7555665384963016,-0.7463197738067711,0.4503469210754556,-0.5502129245839639,-0.5500021484438454,-0.6153846153845001,-0.2631578947353304,-0.232758620689623,0.1325729537985549,-0.6666666666676773,0.0498220640569356,0.0623052959501338,-0.7308766206839352,0.0
116,247,2,97,-0.3128088182008238,-0.1448505174547442,-0.1327191327191327,0.7878787878787878,-1.6112781954887236,-1.6302460202604812,-0.8009185376204141,-0.7937821275402533,0.1446227233304452,-0.6208352568549372,-0.6205182675368038,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,1.1201767030779357,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.5606944406048705,0.0
86,192,2,40,-0.6534332967533125,-0.9339128294936834,-0.4216524216524216,0.4343434343434343,-1.6112781954887236,-1.6302460202604812,-0.8083619201738189,-0.7984569364098347,-2.1811939867013583,-0.642293117536839,-0.6421756295202472,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-2.089252807583218,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.0
8,1,0,229,1.0788413448428165,0.6276557224942985,1.4594664594664597,-0.1313131313131313,-0.3729323308270716,-0.4703328509406678,-0.7996351576175286,-0.7910352762528149,0.7024429025729948,-0.6052035065284529,-0.6049268533472231,0.659340659340625,0.6842105263161674,0.7672413793102789,0.5390805501376644,0.5333333333341418,-0.7544483985765287,-0.875389408099697,-0.6371050230835155,0.0
61,189,2,29,-0.6412983002189315,-1.2167730417658804,-0.4497354497354497,-0.5151515151515151,-1.6112781954887236,-1.6302460202604812,-0.8083609974099399,-0.7985064606458449,-2.1811939867013583,-0.6423010173474905,-0.6421609572208149,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.9715946044424235,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.0
202,47,1,150,0.7931329048810911,0.2466151526142125,0.3516483516483517,-0.7373737373737373,-1.6112781954887236,-1.6302460202604812,-0.8083606283043884,-0.7984722819477533,-2.1811939867013583,-0.6424056898386216,-0.6421861097341275,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.0581049360825481,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.0
8,30,1,120,0.1167077684901965,0.0460531002778026,0.0519480519480519,-0.1313131313131313,-0.3368421052631604,-0.3473227206946437,-0.7555606328074761,-0.7461537629874694,0.0616507661173671,-0.5506563014567744,-0.550390964378801,0.659340659340625,0.6842105263161674,0.7672413793102789,0.0878680938876382,0.5333333333341418,-0.6690391459074847,-0.6105919003115309,-0.6968180687252928,0.0
251,227,2,39,-0.6138608910265773,-0.956272380293791,-0.4245754245754246,-0.0101010101010101,-1.6112781954887236,-1.6302460202604812,-0.8026841540264547,-0.7971895344826444,-0.6180254408788738,-0.6404534491313911,-0.6401833408616202,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,1.0652892493987625,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2279600807231904,0.0
30,73,1,145,0.1626498953004087,0.2161235243580639,0.297073297073297,0.2727272727272727,-0.2195488721804573,-0.1403762662807406,-0.7642873953637663,-0.7536479656873771,0.6012575888985215,-0.5875533545805324,-0.5875600909263355,-0.2637362637361251,-0.1578947368407196,0.0431034482759178,-0.3665992066437222,-0.5333333333341418,-0.3914590747331117,-0.1651090342679024,-0.7329776352528135,0.0
239,192,2,71,-0.5081167938378828,-0.4240222692371138,-0.2943352943352943,1.0,-1.6112781954887236,-1.6302460202604812,-0.8009148465648982,-0.7937179552907753,0.1478028331887763,-0.6207118223135089,-0.6204658664674029,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.3546412463667617,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.4775384955629898,0.0
26,4,0,239,0.897950492445992,0.6661941257170145,1.6326266326266323,0.2424242424242424,-0.3609022556390955,-0.5397973950795999,-0.7996353421703044,-0.7910513193151845,0.4856172304134091,-0.6052509053923614,-0.6049184691761189,0.406593406593375,0.6315789473676653,0.5689655172413117,0.96808317488397,0.4666666666658582,-0.7259786476868338,-1.0249221183800747,-0.6120034279711384,0.0
15,39,1,168,0.8612239763029332,0.3485933259198667,0.5634365634365635,-0.5858585858585859,-0.1669172932330853,-0.2344428364688874,-0.7996370031452866,-0.7911029361245472,0.1885660595547873,-0.6050425478864303,-0.6047832744170643,-0.406593406593375,0.157894736843113,-0.0689655172414097,0.404955305858342,-0.1333333333335354,-0.2669039145907525,-0.3676012461059346,-0.6868658944516629,0.0
113,73,1,111,0.1641130229279506,-0.0239357318738399,-0.0249750249750249,-0.4242424242424242,-0.2240601503759419,-0.1041968162083816,-0.7996381104619413,-0.7910966584044896,0.3348511130384529,-0.6049536750166019,-0.604823099229809,-0.30769230769225,-0.1578947368407196,0.0086206896551639,-0.5790704111601317,-0.5333333333341418,-0.4021352313167322,-0.0872274143302085,-0.6854283581676937,0.0
232,125,2,148,0.3094287142122044,0.2345414297657498,0.3295963295963296,-0.0202020202020202,-1.6112781954887236,-1.6302460202604812,-0.802891037688122,-0.7975787531262175,-0.501373229257021,-0.6459931913506948,-0.6457923513303059,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.6922919626262833,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.3369916788765104,0.0
194,61,1,84,0.3692932945333685,-0.2737201049831065,-0.2197802197802197,-1.2424242424242424,-1.6112781954887236,-1.6302460202604812,-0.800821831965897,-0.7935651974360396,-0.8643394044521626,-0.6266070560121262,-0.626459500785492,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.8579456453097958,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.1526552953860611,0.0
114,158,2,3,-0.9091903773482056,-2.1198157098983583,-0.4805194805194805,-0.6565656565656566,-1.6112781954887236,-1.6302460202604812,-0.8026861841069882,-0.7971930221048986,-0.7155969933506874,-0.6404228373651168,-0.6402367899524093,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.762804486190683,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.1953390650485173,0.0
251,167,2,99,-0.1082286359103311,-0.1265566468117517,-0.1182151182151182,-0.0101010101010101,-0.0736842105263174,0.0043415340086955,-0.7586125820608148,-0.752398699395909,0.4627782596126005,-0.585666287311176,-0.5854640481502946,-0.86813186813175,-0.4210526315784434,-0.4310344827585903,-0.3434089404542364,-0.8666666666694962,-0.0462633451957288,0.1464174454828729,-0.7223619826942745,0.0
133,403,2,86,-0.5440654566412364,-0.2526606488761493,-0.2072002072002072,2.0454545454545454,-1.6112781954887236,-1.6302460202604812,-0.8028880848437091,-0.797594796188587,-0.5787077189939319,-0.6460386152619404,-0.6458080716511262,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.2162700968174373,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.279711386946065,0.0
49,395,2,51,-0.6739047213216314,-0.7186973939279814,-0.3846153846153846,1.595959595959596,-1.6112781954887236,-1.6302460202604812,-0.8028871620798302,-0.7976101417265056,-0.4899537438566166,-0.6459141932441805,-0.6457493824533971,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.782863210815949,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2572637049733222,0.0
41,209,2,7,-0.8882424683544151,-2.1198157098983583,-0.479039479039479,0.2222222222222222,-0.0270676691729419,-0.1201157742402215,-0.7996390332258204,-0.7911238618580726,0.4025007227522346,-0.6049645372562475,-0.6046858084279784,-0.7362637362636251,-0.4210526315784434,-0.3275862068965247,0.5533559591073705,-0.8666666666694962,0.0640569395017628,-0.1214953271027981,-0.7578580709368863,0.0
35,13,0,208,1.1593220271604938,0.5409570608162315,1.1199171199171198,-0.4545454545454545,-1.6112781954887236,-1.6302460202604812,-0.8083549071683387,-0.7984339181029568,-2.1811939867013583,-0.6420106993060509,-0.6418140621413801,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.5962949240970393,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7801675282669391,0.0
43,181,2,140,0.0314634320789495,0.1845692586219866,0.2443482443482443,0.5555555555555556,0.0766917293233071,0.0072358900144816,-0.7996388486730446,-0.7911245593825235,0.2784764382769527,-0.604877639339082,-0.604613494952205,-0.747252747252625,-0.3684210526299413,-0.3362068965516886,0.441439360779088,-0.8000000000012126,0.3096085409252745,0.1526479750778827,-0.7763248832001767,0.0
189,0,0,239,1.2906872699112832,0.6661941257170145,1.6326266326266323,-0.2727272727272727,-1.6112781954887236,-1.6302460202604812,-0.8028930677686558,-0.7975306239391089,-0.4772333044232527,-0.6460326904039518,-0.6458059756083502,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.0988162593916724,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.4306526967627789,0.0
94,340,2,52,-0.6135505407283472,-0.7014489524542885,-0.3808043808043808,0.8787878787878788,0.3503759398496314,0.3994211287988428,-0.7996377413563899,-0.791158738080615,0.3884793292859242,-0.6046100332532653,-0.6044227550595852,-1.285714285714125,-0.0526315789461087,-0.758620689655115,-0.1436879874933742,-0.4000000000006063,0.9572953736655184,0.9968847352024596,-0.7907002460398637,0.0
183,188,2,19,-0.7156182557371372,-1.5839281027880896,-0.4674954674954675,-0.797979797979798,-0.1368421052631535,-0.2648335745296578,-0.7996373722508382,-0.7911008435511946,0.004986990459661,-0.6050632848893902,-0.6047623139893039,-0.37362637362625,0.0526315789485021,-0.0431034482758198,0.7243809127870533,-0.2666666666670709,-0.1957295373665356,-0.4330218068535734,-0.6974815470102018,0.0
50,78,1,144,0.8743262462774253,0.2099000235836806,0.2863802863802864,-0.898989898989899,-1.6112781954887236,-1.6302460202604812,-0.8028886385020365,-0.7976282773622276,-0.4590199479618443,-0.645968504442409,-0.6457923513303059,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.4443676817649078,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.3059187791999558,0.0
96,175,2,316,0.5307434543320816,0.9181655329367044,2.1393606393606395,2.0454545454545454,0.2255639097744368,0.2720694645441395,-0.7555667230490773,-0.7463253540023779,0.3834200636021953,-0.5498485458176673,-0.549668877642455,-0.7252747252746251,-0.1578947368407196,-0.3189655172413607,-0.1448595532378467,-0.5333333333341418,0.6619217081850711,0.7227414330217788,-0.8055179277361573,0.0
149,197,2,92,-0.2190879143794798,-0.1922705556620544,-0.1676841676841677,0.1818181818181818,-0.1007518796992423,-0.2243125904486196,-0.7996399559896993,-0.7910938683066862,0.4299653078924567,-0.6050356355521104,-0.6047371614759913,-0.2637362637361251,-0.6842105263161674,0.0431034482759178,0.7049905239741436,-1.2000000000048507,-0.1103202846974916,-0.3457943925233648,-0.7828490863351121,0.0
1,209,2,50,-0.5935829307953527,-0.7362807774429369,-0.3883523883523883,0.5454545454545454,-0.0330827067669215,-0.034732272069466,-0.711495704741765,-0.7015101055598628,0.4461549580803708,-0.4954800739619771,-0.4952943839677879,-0.5714285714285,-0.2631578947353304,-0.1982758620689672,-0.017045736557312,-0.6666666666676773,0.0498220640569356,0.0623052959501338,-0.7497857518038323,0.0
67,32,1,231,0.9131303312138704,0.6354957350902386,1.4935064935064934,0.1212121212121212,-0.3097744360902355,-0.4876989869754008,-0.7996349730647528,-0.791048529217381,0.2783318878288563,-0.60521535624443,-0.6048828364489262,0.4505494505494999,0.7368421052622761,0.6034482758620656,0.9682070316674528,0.5999999999993937,-0.6049822064057219,-0.9127725856697916,-0.7010200978630475,0.0
37,281,2,43,-0.6727803050239712,-0.8699675067490138,-0.4124394124394124,0.9090909090909092,-0.2586466165413584,-0.3342981186685899,-0.7996405096480267,-0.7911406024448929,0.2261491760624409,-0.6051106837532988,-0.6048472037217335,-0.9999999999998752,-0.8421052631568869,-0.5344827586206559,0.4374867534640391,-1.400000000003638,-0.4839857651245694,-0.5825545171339512,-0.797777347745557,0.0
197,48,1,122,0.7497235683971627,0.0608979540228233,0.0698560698560698,-1.0606060606060606,-1.6112781954887236,-1.6302460202604812,-0.8009120782732613,-0.7936816840193311,-0.0359207863544464,-0.6207947703253488,-0.620527699729296,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.5821744169527819,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.4471290741713442,0.0
70,100,1,37,-0.4934526302747102,-1.0027192687048831,-0.4301994301994302,-0.8282828282828283,-0.2045112781954914,-0.2648335745296578,-0.7996377413563899,-0.7911308371025811,0.3182278115062101,-0.6050632848893902,-0.6048094749517647,-0.84615384615375,-0.0526315789461087,-0.4137931034482623,0.3632005379356119,-0.4000000000006063,-0.3558718861210033,-0.4330218068535734,-0.7306554612556329,0.0
230,226,2,24,-0.7210465715532856,-1.3818680918003492,-0.4595404595404595,-0.2424242424242424,-1.6112781954887236,-1.6302460202604812,-0.8083622892793706,-0.7985127383659025,-2.1811939867013583,-0.6423464412587361,-0.6421923978624555,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.6396139663811624,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.0
167,87,1,176,0.7371568025938542,0.3904743530867526,0.6652606652606653,-0.3232323232323232,-1.6112781954887236,-1.6302460202604812,-0.808363765701577,-0.7985176210370585,-2.1811939867013583,-0.6423731031196845,-0.6421976379693957,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.1244110880179574,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.0
