Engine_ID,RUL,Health_State,Flight_cycle_number,Cycle_Percentage,Cycle_Log,Cycle_Squared,Engine_Max_Cycle,HPC_outlet_temperature_R_cummax,LPC_outlet_temperature_R_cummax,Fan_stall_margin_cumsum,HPT_outlet_temperature_R_cumsum,LPC_stall_margin,LPC_outlet_temperature_R_cumsum,HPC_outlet_temperature_R_cumsum,HPT_outlet_temperature_R_rolling_max_10,Fan_stall_margin_rolling_max_5,HPT_outlet_temperature_R_rolling_max_5,Temp_Ratio_HPC_LPC,Fan_stall_margin_rolling_max_10,HPC_outlet_temperature_R_rolling_max_10,LPC_outlet_temperature_R_rolling_max_10,Press_Ratio_Fan,Fan_stall_margin_trend_2nd,Predicted_RUL,Failure_Risk,Health_Status,Risk_Category
231,30,1,114,0.6098308288248745,0.0,0.0,-1.0303030303030305,-0.2706766917293345,-0.1982633863965283,-0.799636634039735,-0.7910820103910217,0.1506938421509146,-0.6050178609781446,-0.6048555878928378,-0.076923076923,0.2631578947377239,0.1896551724138032,-0.337404895005621,0.0,-0.5124555160142642,-0.2897196261682409,-0.6683990821883724,0.0,62.30931765638271,0.2260183865601071,Good,Safe
182,85,1,120,0.4388446133108033,0.0460531002778026,0.0519480519480519,-0.7272727272727273,-0.1639097744360955,-0.1808972503617953,-0.7588172510891726,-0.7527948932839904,-0.4107400982943078,-0.5913116894979422,-0.5910845868542485,-0.406593406593375,-0.3684210526299413,-0.0689655172414097,0.2439321872516195,-0.8000000000012126,-0.2597864768683389,-0.2523364485981464,0.2574848644016245,-1.033416489107606,67.57849379112196,0.1470598945307585,Good,Safe
85,1,0,276,0.9196102246786908,0.7960256976110335,2.1393606393606395,0.6565656565656566,-1.6112781954887236,-1.6302460202604812,-0.8083567526960966,-0.7984450784941703,-2.1811939867013583,-0.6424570386078559,-0.6422269825682602,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.195754983997498,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.0,11.173631507691,0.9798192087346278,Bad,Critical
65,78,1,156,0.0791222011393395,0.2818994527144504,0.4195804195804196,0.7575757575757576,-0.2225563909774471,-0.1577424023154736,-0.7996377413563899,-0.7910980534533913,0.2014310494362476,-0.6049902116408648,-0.604822051208421,-0.32967032967025,-0.0526315789461087,-0.0086206896551639,-0.2921182110818188,-0.4000000000006063,-0.3985765124555254,-0.2024922118379968,-0.6936112570149007,0.0,67.13419942546663,0.15272065948016786,Good,Safe
90,48,1,133,0.689438658859593,0.1384603122929015,0.1736411736411736,-0.8484848484848485,-0.1398496240601604,-0.1982633863965283,-0.7996379259091655,-0.7911008435511946,0.3834200636021953,-0.6050178609781446,-0.6047644100320798,-0.37362637362625,-0.1052631578946108,-0.0431034482758198,0.3602967544056147,-0.4666666666688899,-0.2028469750889897,-0.2897196261682409,-0.72512647554806,0.0,69.02698161694842,0.12980340038004162,Good,Safe
186,141,2,22,-0.6429450227741174,-1.457371455976337,-0.4629444629444629,-1.0303030303030305,-1.6112781954887236,-1.6302460202604812,-0.8028891921603639,-0.7975906110418819,-0.5142382191384813,-0.6459280179128206,-0.6457305180684128,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.7898474086066429,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.3165344317584947,0.0,154.67756841303085,2.8437971542423205e-05,Good,Safe
254,69,1,191,0.8572373972061469,0.464134114729274,0.8689458689458689,-0.2929292929292929,-1.6112781954887236,-1.6302460202604812,-0.8009126319315886,-0.7937144676685209,-0.0268141081237422,-0.6207513213667659,-0.6205193155581918,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.2049192959060921,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.4491195090260694,0.0,50.32895238586485,0.4917769318529296,Good,Warning
117,145,2,197,0.3552427389366351,0.4919983377897023,0.955081955081955,0.7373737373737373,-1.6112781954887236,-1.6302460202604812,-0.8083611819627157,-0.7985092507436483,-2.1811939867013583,-0.6422486811019248,-0.6421703894133071,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-2.089252807583218,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.0,159.46596575139566,1.7617564108197238e-05,Good,Safe
155,221,2,74,-0.3765715986997635,-0.387057308283842,-0.2782402782402782,0.2626262626262626,-1.6112781954887236,-1.6302460202604812,-0.8026871068708673,-0.797227898327441,-0.7484099450708444,-0.6404603614657111,-0.640323775727615,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.841558364225943,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2222099355873172,0.0,197.7703018630429,3.823113268101118e-07,Good,Safe
245,38,1,215,0.962795453680146,0.5707885142793937,1.2294742294742296,-0.1414141414141414,-1.6112781954887236,-1.6302460202604812,-0.8028838401298659,-0.7975417843303225,-0.1538739520092589,-0.646009978448329,-0.6457378542181288,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,1.4894042988135678,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.373704143974787,0.0,44.53560415588952,0.6333091535654274,Bad,Warning
85,96,1,251,0.7509388404820578,0.7103743901705781,1.85018685018685,0.6565656565656566,-1.6112781954887236,-1.6302460202604812,-0.7655587794362251,-0.756223225959907,0.0763949118242252,-0.6035484961969817,-0.603341196987148,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.0699629151257983,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.4424847261769828,1.7577968016621055,70.33394559721123,0.11574105222320032,Good,Safe
186,12,0,151,1.1136645952288171,0.2525921762837139,0.3627853627853628,-1.0303030303030305,-1.6112781954887236,-1.6302460202604812,-0.7618642174175648,-0.758760819912091,-0.8062301243134005,-0.6267670271778173,-0.6266397604642315,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.3581802145875763,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.3375445774472663,0.0,12.950156884922691,0.9759900558017541,Bad,Critical
206,65,1,198,0.77133631019886,0.4965601398720476,0.9696969696969696,-0.0808080808080808,-0.0571428571428566,-0.070911722141825,-0.764287764469318,-0.753635410247262,-2.1811939867013583,-0.5875622418675153,-0.5874636729586377,-0.175824175824125,-0.4210526315784434,0.1120689655172295,-2.089252807583218,-0.8666666666694962,-0.0071174377224135,-0.01557632398756,1.7857932712243938,-1.2388441094623188,58.82051249015258,0.29275289011906463,Good,Safe
38,182,2,12,-0.7999765934417061,-1.9740088389165784,-0.4755244755244755,-0.7878787878787878,-0.1789473684210614,-0.354558610709109,-0.7996358958286318,-0.7910555044618895,0.1460682278115012,-0.6051245084219387,-0.6047916585881684,0.340659340659375,0.4736842105269456,0.5172413793103279,0.9694156254857323,0.2666666666670709,-0.2953736654804473,-0.6261682242990555,-0.6821109667431503,0.0,189.92656647140552,8.376567012345657e-07,Good,Safe
225,64,1,354,1.0845448889792753,1.0206844236732555,2.1393606393606395,1.2525252525252526,-1.6112781954887236,-1.6302460202604812,-0.8028849474465206,-0.7976129318243089,-0.2848366579936413,-0.6459092558625236,-0.6457483344320091,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.9003831343244664,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.1929063113371854,0.0,38.73250250951576,0.7552385781322357,Bad,Critical
119,95,1,92,0.2182422090361943,-0.1922705556620544,-0.1676841676841677,-0.898989898989899,-1.6112781954887236,-1.6302460202604812,-0.8026848922375577,-0.7971734914202748,-0.6730991616074143,-0.6404514741787282,-0.6401791487760682,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,1.1134487162765052,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2831393580847595,0.0,72.34369802786021,0.0967062472933744,Good,Safe
237,63,1,146,0.6402380096889279,0.222304543567464,0.3078403078403078,-0.6060606060606061,-1.6112781954887236,-1.6302460202604812,-0.7654740697121348,-0.7560725606785239,-2.1811939867013583,-0.6093617693600906,-0.6092467975086435,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.4285178278916684,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,-1.273845360590229,65.27193802802456,0.17840463699556636,Good,Safe
13,142,2,85,-0.1832307537525742,-0.2631291562008332,-0.2135272135272135,-0.1616161616161616,-0.0556390977443617,0.0072358900144816,-0.7996390332258204,-0.7911629232273201,0.2956779416016205,-0.604877639339082,-0.6047057208343508,-1.351648351648125,-0.4210526315784434,-0.8103448275860987,-0.2624756980907444,-0.8666666666694962,-0.0035587188612067,0.1526479750778827,-0.7441461863821084,0.0,174.03058632837264,4.105993843172562e-06,Good,Safe
55,67,1,92,-0.5458901200524563,-0.1922705556620544,-0.1676841676841677,2.0454545454545454,-1.6112781954887236,-1.6302460202604812,-0.8009155847760014,-0.793765386953433,0.3789389997109046,-0.6207029350265261,-0.6204082252910618,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.8778503821506023,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.47831255356205,0.0,76.68719478580647,0.0648445758589133,Good,Safe
225,108,2,310,0.8325930900623764,0.9008621567829674,2.1393606393606395,1.2525252525252526,-1.6112781954887236,-1.6302460202604812,-0.7620603970182359,-0.7592909384947352,-0.4474559121133305,-0.6323235564947552,-0.6321146241952506,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,1.6524343847631628,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2591435601138961,0.0,114.81938522588521,0.001528500342924473,Good,Safe
178,112,2,36,-0.3842195751612821,-1.0268677877488306,-0.4329004329004329,-1.2323232323232325,-1.6112781954887236,-1.6302460202604812,-0.7620681482348193,-0.7592358340631183,-0.6077623590633195,-0.6323205940657609,-0.6321198643021907,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.062379174079159,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2727448649545249,-0.0002426429887547,125.79974877026535,0.000510313497162593,Good,Safe
90,57,1,124,0.5790052405031603,0.0755033641759886,0.088060088060088,-0.8484848484848485,-0.1398496240601604,-0.1982633863965283,-0.7555645084157678,-0.7463030332199507,0.3779271465741509,-0.5504351067585348,-0.5500985664115433,-0.37362637362625,0.1052631578946108,-0.0431034482758198,0.811200115040776,-0.200000000001819,-0.2028469750889897,-0.2897196261682409,-0.7103087938517684,0.0004549556039159,67.55903044217959,0.1473041974485554,Good,Safe
23,27,1,169,0.5551461686360296,0.3539356175111919,0.5759055759055759,-0.1414141414141414,-0.3533834586466212,-0.3777134587554306,-0.7996358958286318,-0.7910276034838557,0.1102197166811227,-0.6051403080432415,-0.6049132290691788,0.78021978021975,0.4736842105269456,0.8620689655171806,0.1584597079654,0.2666666666670709,-0.7081850533808,-0.676012461059205,-0.6821109667431503,0.0,55.646090755546396,0.36248168074718506,Good,Warning
139,64,1,130,0.3307991364778832,0.1179571918849813,0.1444481444481444,-0.3838383838383838,-1.6112781954887236,-1.6302460202604812,-0.8028856856576239,-0.7975675927350039,-0.2137178375252961,-0.6460089909719976,-0.6457671988169934,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.5605914927558483,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.3413042877284163,0.0,68.74191443104006,0.13305748214454155,Good,Safe
154,138,2,55,-0.2926461850426762,-0.6515914543681376,-0.3689273689273689,-0.7777777777777778,-1.6112781954887236,-1.6302460202604812,-0.8009144774593465,-0.7937186528152261,0.0896935530500142,-0.6207197221241603,-0.6204637704246267,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.4620043090474868,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.5094960329527558,0.0,139.141203599542,0.0001344585173730782,Good,Safe
155,55,1,240,0.8929924939123178,0.6699592695958222,1.6503496503496504,0.2626262626262626,-1.6112781954887236,-1.6302460202604812,-0.7618620027842552,-0.7588870718376944,-0.3047846198323247,-0.626604093583132,-0.6265223820687732,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.481468853561327,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.1987670361872117,-0.0325748212403599,55.31889339423093,0.3700763375141071,Good,Warning
201,88,1,290,0.7707867324637145,0.840672843125844,2.1393606393606395,1.1313131313131313,-1.6112781954887236,-1.6302460202604812,-0.7581176115161299,-0.751592361130729,0.4843162763804627,-0.5817223068434578,-0.581545496180486,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.481061409191116,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.4540955961628843,-0.3236554166255931,68.18799302416947,0.13957800953157745,Good,Safe
237,73,1,136,0.5318297996518686,0.1585094515652758,0.2035002035002035,-0.6060606060606061,-1.6112781954887236,-1.6302460202604812,-0.7246552404198997,-0.7177345242865807,-0.5317288233593551,-0.5957029967437968,-0.5955470619244397,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,1.4287487939992338,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.3062505183424093,0.8997505326771869,69.11537856870986,0.12880818049209988,Good,Safe
13,96,1,131,0.2276797255718951,0.1248432767674932,0.1541051541051541,-0.1616161616161616,-0.0556390977443617,0.0072358900144816,-0.7567506291058088,-0.7488099360962975,-0.7807892454466726,-0.5718505059581852,-0.5716909510689293,-1.351648351648125,-0.4210526315784434,-0.8103448275860987,0.01807742370473,-0.8666666666694962,-0.0035587188612067,0.1526479750778827,0.128770077129351,0.738362614781508,67.9929653283102,0.14193671907157626,Good,Safe
91,6,0,348,1.2906872699112832,1.0052491215630648,2.1393606393606395,0.8282828282828283,-1.6112781954887236,-1.6302460202604812,-0.8009032197400231,-0.7937095849973651,0.8269008383926053,-0.6197865569909621,-0.6195016867904239,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.7585153468665101,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.6665192270477984,0.0,11.143999692301163,0.9798777180537257,Bad,Critical
241,189,2,143,0.0648879385017087,0.2036334532571846,0.2757612757612757,0.5151515151515151,-1.6112781954887236,-1.6302460202604812,-0.8028856856576239,-0.7976164194465631,-0.405680832610592,-0.6459783792057233,-0.645746238389233,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.2648812402039211,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2946396483565098,0.0,179.3643547936164,2.408665042930458e-06,Good,Safe
7,75,1,349,0.9131685841965148,1.0078400125959392,2.1393606393606395,1.5555555555555556,0.6030075187969932,0.4949348769898826,-0.7114936746612313,-0.7015352164400933,0.4960248626770729,-0.495192718349532,-0.4948395426853871,-0.27472527472525,0.0526315789485021,0.0344827586206558,0.6979793721205735,-0.2666666666670709,1.5551601423487862,1.2024922118379968,-0.8417880739778292,0.0002123126151611,76.73669314121608,0.06454506477806077,Good,Safe
206,107,2,156,0.4077906384001634,0.2818994527144504,0.4195804195804196,-0.0808080808080808,-0.0571428571428566,-0.070911722141825,-0.7234639522521366,-0.7153294599800577,-0.3595692396646461,-0.5738353333843529,-0.5737964260374625,-0.175824175824125,-0.4210526315784434,0.1120689655172295,-1.6429177100515997,-0.8666666666694962,-0.0071174377224135,-0.01557632398756,0.2606916761120166,-1.2388441094623188,118.03790296080184,0.0011083318381595927,Good,Safe
78,118,2,43,-0.5489645107421901,-0.8699675067490138,-0.4124394124394124,-0.2222222222222222,-1.6112781954887236,-1.6302460202604812,-0.8083643193599044,-0.7984660042276958,-2.1811939867013583,-0.6423029923001532,-0.6421693413919191,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-2.089252807583218,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.0,179.715293548502,2.3256018773342974e-06,Good,Safe
13,91,1,72,-0.2993576283442721,-0.4115321981362345,-0.289044289044289,-0.1616161616161616,-0.0556390977443617,0.0072358900144816,-0.7126773961651869,-0.703991200031528,0.2585284764382824,-0.5171620917711128,-0.5170481639189293,-0.428571428571375,0.0526315789485021,-0.0862068965517376,-0.1742687983735711,-0.2666666666670709,-0.0035587188612067,0.1526479750778827,-0.6984767644375645,0.7290208597144402,86.08524776599124,0.02637717900290314,Good,Safe
121,55,1,155,0.7460021170421564,0.2761133895885257,0.4080734080734081,-0.6161616161616161,-1.6112781954887236,-1.6302460202604812,-0.8008207246492423,-0.7935024202354634,-0.8164932061289547,-0.6266603797340232,-0.6264605488068801,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.19730025687461,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.1517706576728497,0.0,57.62764747171413,0.3180463108746385,Good,Safe
165,187,2,68,-0.3399098702651825,-0.4625606724598298,-0.3097643097643097,-0.1414141414141414,-0.02556390977443,-0.1316931982633823,-0.7996390332258204,-0.7911392073959912,0.4237496386238777,-0.604972437066899,-0.6046847604065902,-0.9780219780218752,-0.4210526315784434,-0.5172413793103279,0.621823457993163,-0.8666666666694962,0.06761565836301,-0.1464174454828729,-0.7472424183783493,0.0,180.839373217101,2.0783434495304633e-06,Good,Safe
65,46,1,107,-0.2417788170759319,-0.0568672082149047,-0.0572390572390572,0.7575757575757576,-0.1924812030075153,-0.1577424023154736,-0.7555648775213194,-0.7462772248152694,0.2835357039606817,-0.5503195720277579,-0.550185552186749,-0.32967032967025,-0.0526315789461087,-0.0086206896551639,-0.0865217840700949,-0.4000000000006063,-0.3274021352313085,-0.2024922118379968,-0.7209244464103053,0.0,76.854871739888,0.06383517567887663,Good,Safe
257,100,1,209,0.5679658696642216,0.5452793401361095,1.1353461353461354,0.4343434343434343,-1.6112781954887236,-1.6302460202604812,-0.7675379234038616,-0.7601712143517051,-2.1811939867013583,-0.628636319873208,-0.6285010464493559,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.944797762721269,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.5352704331935618,74.53236122816648,0.07920221962883013,Good,Safe
241,111,2,72,-0.4352945473033476,-0.4115321981362345,-0.289044289044289,0.5151515151515151,-1.6112781954887236,-1.6302460202604812,-0.7620653799431825,-0.7592769880057183,-0.5080225498699155,-0.6322850449178296,-0.6320465028050293,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.3701096829635276,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.3520305200011064,0.3380623440829234,203.41417065239133,2.1742382390952325e-07,Good,Safe
58,169,2,112,-0.0428117050625577,-0.0158866495579042,-0.0167240167240167,0.1212121212121212,-1.6112781954887236,-1.6302460202604812,-0.8026869223180915,-0.7972034849716613,-0.7414715235617307,-0.6404909732319853,-0.640324823749003,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.2000619265598125,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2160174715948353,0.0,170.01792318824732,6.133172212793355e-06,Good,Safe
9,141,2,60,-0.5744104623306944,-0.5741497752210784,-0.3476523476523476,0.98989898989899,-0.0601503759398464,-0.1172214182344354,-0.7996392177785961,-0.7911043311734488,0.4298207574443471,-0.6049625623035848,-0.6047088648985148,-0.428571428571375,-0.4736842105245522,-0.0862068965517376,0.361993082694986,-0.933333333334748,-0.0142348754448271,-0.1152647975077882,-0.7460260415226824,0.0,248.50896886756726,2.3925720235933136e-09,Good,Safe
13,171,2,56,-0.442283012457131,-0.6355642076826741,-0.3648203648203648,-0.1616161616161616,-0.0556390977443617,0.0072358900144816,-0.6686056396467713,-0.6592052476159487,0.2109713790112673,-0.4624667652497203,-0.462400136661989,-0.428571428571375,0.0526315789485021,-0.0862068965517376,-0.1870098907259746,-0.2666666666670709,-0.0035587188612067,0.1526479750778827,-0.7131838664197049,1.2222230647326011,166.93081513441962,8.351329044127256e-06,Good,Safe
23,151,2,129,0.2006685294672327,0.1110183395540571,0.1348651348651348,-0.1414141414141414,-0.3533834586466212,-0.3777134587554306,-0.7567460152864139,-0.7486418327036432,-0.6732437120555108,-0.5720756505617505,-0.5718355780204762,0.78021978021975,0.4736842105269456,0.8620689655171806,0.3389550126728691,0.2666666666670709,-0.7081850533808,-0.676012461059205,0.138169352832223,-0.1944783554871448,136.69306739119452,0.00017174864736149668,Good,Safe
186,66,1,97,0.3783396388554955,-0.1448505174547442,-0.1327191327191327,-1.0303030303030305,-1.6112781954887236,-1.6302460202604812,-0.7190675360271238,-0.7166010470539532,0.2106822781150614,-0.5877103633172293,-0.5876345004448851,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.3757581448510446,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.4509993641666434,0.3069433807750922,75.94604402887549,0.06948648010598149,Good,Safe
203,238,2,31,-0.7248190803437535,-1.1583323912815315,-0.4452954452954453,0.5252525252525253,-1.6112781954887236,-1.6302460202604812,-0.8083646884654558,-0.7984639116543432,-2.1811939867013583,-0.642387915264656,-0.6421787735844112,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.3104936779271263,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,0.0,198.8185217627101,3.442655531535863e-07,Good,Safe
245,144,2,109,0.0234297098828343,-0.0402517732669745,-0.0412550412550412,-0.1414141414141414,-1.6112781954887236,-1.6302460202604812,-0.7618568353065329,-0.7587643075343452,-0.6580659150043503,-0.6268223258523772,-0.6265852633520544,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.5895193484834322,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.2540568932629301,-0.4981763862876383,157.79955586322657,2.0812091904019466e-05,Good,Safe
91,82,1,74,-0.4676440540346283,-0.387057308283842,-0.2782402782402782,0.8282828282828283,-0.0977443609022525,-0.1620839363241693,-0.7568314632216074,-0.7489131697150229,0.4224486845909181,-0.565112954948861,-0.5647991624213066,-0.7802197802196251,-0.3684210526299413,-0.3620689655171805,0.3958379134981216,-0.8000000000012126,-0.103202846975078,-0.211838006230547,-0.7496751720896792,-1.225316762839226,85.82487367857735,0.02705416703155192,Good,Safe
38,141,2,36,-0.5148860666208439,-1.0268677877488306,-0.4329004329004329,-0.7878787878787878,-0.1789473684210614,-0.1881331403762605,-0.7555632165463372,-0.7462263055303575,0.1352269442035219,-0.5504686809538033,-0.550184504165361,0.340659340659375,0.4736842105269456,0.5172413793103279,-0.1977822092101152,0.2666666666670709,-0.2953736654804473,-0.267912772585671,-0.6968180687252928,0.193689765773689,157.62437507127453,2.1179884157473945e-05,Good,Safe
121,85,1,109,0.2448917764025596,-0.0402517732669745,-0.0412550412550412,-0.6161616161616161,-1.6112781954887236,-1.6302460202604812,-0.757930105895921,-0.7511075816373898,-0.800737207285356,-0.5936322588767949,-0.5934876998969795,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.5251928226288658,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.1589583390926942,0.3246563189542101,71.71601597230234,0.1023298195107762,Good,Safe
